fiber_id,sample_id,diameter_um,length_um,orientation_theta,orientation_psi,curvature,n_contacts,mean_contact_area_um2,volume_voxels
F001027,S006,16.04,587.8,14.63,183.03,0.00836,2,27.49,370
F001028,S006,18.4,703.8,8.24,319.4,0.0079,4,28.52,528
F001029,S006,17.56,764.2,64.58,242.68,0.00361,0,0.0,745
F001030,S006,18.09,1025.1,66.62,213.03,0.00235,2,77.26,737
F001031,S006,14.96,772.9,73.95,166.72,0.00472,2,98.68,508
F001032,S006,20.28,570.6,42.68,18.18,0.00223,2,84.02,714
F001033,S006,13.1,840.6,5.58,49.2,0.00855,1,22.55,354
F001034,S006,16.25,946.9,18.34,22.51,0.00693,1,75.2,610
F001035,S006,18.52,967.0,45.15,27.76,0.00439,4,83.78,827
F001036,S006,16.75,917.3,44.05,306.01,0.00841,8,32.3,782
F001037,S006,15.65,966.5,36.34,211.02,0.00783,1,4.62,588
F001038,S006,15.39,914.5,22.3,126.51,0.0026,2,38.43,616
F001039,S006,13.45,655.9,86.56,218.75,0.0161,2,3.12,281
F001040,S006,22.26,827.5,19.58,220.61,0.00319,1,30.47,1091
F001041,S006,19.29,702.8,38.28,348.11,0.00074,1,26.46,681
F001042,S006,13.38,834.6,83.05,72.15,0.00215,4,140.85,343
F001043,S006,16.87,781.8,73.17,61.45,0.00846,2,7.5,682
F001044,S006,16.56,587.8,25.87,233.55,0.00464,2,21.02,364
F001045,S006,12.45,763.6,26.29,121.29,0.01193,6,101.03,349
F001046,S006,13.9,776.5,15.54,221.16,0.00328,3,6.54,329
F001047,S006,18.22,723.7,85.24,269.82,0.0073,4,69.25,539
F001048,S006,12.25,974.8,75.13,57.18,0.00118,2,12.28,440
F001049,S006,15.98,923.1,30.32,85.85,0.01369,2,34.34,511
F001050,S006,15.99,755.4,70.96,92.13,0.00707,4,26.21,412
F001051,S006,18.61,733.9,80.83,1.91,0.01056,2,72.42,735
F001052,S006,13.71,648.5,73.43,272.54,0.00452,1,11.83,264
F001053,S006,15.9,895.6,77.14,287.34,0.03554,2,156.58,546
F001054,S006,14.03,983.6,78.36,83.95,0.02546,1,0.92,444
F001055,S006,10.46,673.9,1.43,355.69,0.00367,3,26.15,224
F001056,S006,14.1,593.7,0.33,309.53,0.0032,3,35.99,293
F001057,S006,13.83,972.8,20.71,205.1,0.00744,0,0.0,563
F001058,S006,14.05,766.3,71.27,27.3,0.01946,3,1.28,436
F001059,S006,10.16,457.5,44.9,59.1,0.00962,2,12.74,142
F001060,S006,20.08,919.1,53.03,125.0,0.00628,2,60.87,827
F001061,S006,18.08,881.6,18.37,345.98,0.01476,4,17.05,740
F001062,S006,10.87,969.9,39.79,213.54,0.008,4,40.0,269
F001063,S006,16.37,875.2,44.54,274.88,0.00835,4,29.19,547
F001064,S006,15.65,1065.4,81.09,241.46,0.00568,2,62.34,576
F001065,S006,17.67,805.9,23.62,357.69,0.00292,1,38.6,556
F001066,S006,14.91,594.2,47.05,83.12,0.00277,2,5.21,319
F001067,S006,20.71,657.4,31.09,178.4,0.0028,2,43.85,691
F001068,S006,16.58,638.4,46.26,82.24,0.00346,7,89.23,484
F001069,S006,13.13,937.2,52.47,125.88,0.00473,4,20.32,444
F001070,S006,17.93,735.5,13.11,357.88,0.05943,2,154.65,722
F001071,S006,11.91,961.8,39.74,229.72,0.01003,1,27.88,331
F001072,S006,18.17,812.6,32.79,145.55,0.01728,5,98.92,753
F001073,S006,12.46,1029.4,18.0,94.68,0.0054,6,19.96,423
F001074,S006,18.75,876.1,46.83,28.77,0.00117,2,9.23,765
F001075,S006,17.65,906.0,27.87,258.8,0.02209,2,68.33,688
F001076,S006,14.27,706.1,40.83,249.29,0.03084,2,122.71,322
F001077,S006,11.65,614.1,32.52,256.8,0.01356,3,91.93,201
F001078,S006,16.2,842.1,68.34,309.55,0.002,5,25.79,603
F001079,S006,16.51,928.1,6.23,53.37,0.0367,0,0.0,692
F001080,S006,14.81,782.5,20.05,135.75,0.01519,2,0.58,363
F001081,S006,20.53,918.3,85.37,16.12,0.00961,3,7.39,950
F001082,S006,16.73,862.7,64.46,225.18,0.03297,3,7.31,553
F001083,S006,13.54,816.4,36.85,252.98,0.01371,4,94.36,469
F001084,S006,20.47,951.4,89.82,175.03,0.00076,1,31.66,1175
F001085,S006,19.38,769.0,58.93,250.39,0.01619,2,2.73,649
F001086,S006,13.17,991.5,39.71,96.1,0.01232,3,41.5,461
F001087,S006,12.04,1183.1,69.23,184.73,0.00528,0,0.0,385
F001088,S006,14.99,662.9,80.32,86.07,0.0067,2,204.79,464
F001089,S006,27.45,979.2,52.18,126.53,0.06037,1,6.98,2036
F001090,S006,17.93,791.4,45.97,135.67,0.00744,0,0.0,551
F001091,S006,10.78,724.4,74.8,213.22,0.00241,2,10.84,179
F001092,S006,18.28,844.3,53.9,287.34,0.00151,1,5.49,711
F001093,S006,11.04,986.5,38.1,164.55,0.00395,4,45.52,368
F001094,S006,18.49,926.3,24.21,354.75,0.0149,7,24.65,786
F001095,S006,13.94,613.1,64.46,300.01,0.04197,2,147.21,332
F001096,S006,14.78,645.0,48.6,163.79,0.00125,1,62.0,319
F001097,S006,18.22,753.7,39.44,307.77,0.00259,2,43.12,729
F001098,S006,15.14,822.0,18.7,176.03,0.00011,1,29.94,542
F001099,S006,13.31,843.0,29.9,278.89,0.00723,2,25.94,327
F001100,S006,17.01,799.4,79.74,186.17,0.00861,2,4.63,515
F001101,S006,12.51,700.6,60.01,331.6,0.01151,2,10.21,238
F001102,S006,13.04,1086.9,55.55,186.5,0.00828,0,0.0,584
F001103,S006,12.04,805.3,21.23,326.86,0.01661,2,203.75,254
F001104,S006,14.76,996.2,89.91,329.18,0.00662,1,78.51,532
F001105,S006,15.43,852.6,55.21,325.55,0.00738,2,24.99,594
F001106,S006,15.55,664.4,78.1,181.99,0.00613,2,81.26,496
F001107,S006,13.36,651.7,63.18,217.61,0.00343,3,4.92,300
F001108,S006,13.27,673.1,32.24,327.13,0.00883,1,68.8,338
F001109,S006,16.94,833.8,39.24,60.6,0.01563,1,81.33,546
F001110,S006,9.89,752.9,50.09,358.18,0.005,2,148.22,224
F001111,S006,11.75,702.1,79.75,276.08,0.0169,1,29.85,256
F001112,S006,22.66,741.9,35.29,178.39,0.00739,1,135.68,1051
F001113,S006,16.28,729.0,37.5,216.22,0.00235,2,34.14,412
F001114,S006,17.52,871.1,66.09,60.16,0.03192,3,26.33,676
F001115,S006,15.47,961.1,89.8,294.81,0.0016,1,63.85,612
F001116,S006,12.79,979.9,72.07,313.28,0.0097,5,66.88,364
F001117,S006,15.48,933.9,36.8,278.02,0.00629,1,212.53,667
F001118,S006,13.87,1047.1,9.35,304.28,0.01435,2,58.21,462
F001119,S006,10.07,972.7,7.3,167.87,0.01762,3,38.12,308
F001120,S006,18.52,672.8,79.99,119.7,0.00427,5,1.38,530
F001121,S006,13.99,530.7,58.86,49.09,0.00077,2,2.6,247
F001122,S006,13.77,787.2,76.75,270.51,0.00328,4,35.03,339
F001123,S006,14.16,736.6,60.72,311.21,0.00308,0,0.0,379
F001124,S006,12.05,537.3,62.21,259.69,0.00578,2,38.47,165
F001125,S006,15.19,798.3,54.86,180.07,0.01379,1,51.42,565
F001126,S006,14.43,884.9,87.28,275.52,0.00941,3,15.69,491
F001127,S006,12.63,850.4,37.59,30.75,0.00067,1,2.57,416
F001128,S006,18.28,808.5,28.08,274.79,0.00513,2,71.34,601
F001129,S006,15.3,740.1,4.19,51.57,0.02005,1,5.14,501
F001130,S006,17.37,737.4,59.79,191.3,0.02396,0,0.0,694
F001131,S006,10.81,753.5,56.55,72.69,0.04214,5,5.19,247
F001132,S006,14.37,401.7,18.21,52.23,0.00475,4,17.23,248
F001133,S006,16.38,929.1,82.27,179.46,0.00193,4,65.5,753
F001134,S006,19.77,769.4,9.33,130.5,0.00736,2,97.27,814
F001135,S006,14.83,773.0,62.15,108.46,0.00083,1,25.57,490
F001136,S006,19.94,353.8,79.2,288.05,0.00893,1,139.37,332
F001137,S006,18.57,791.6,41.56,223.02,0.00341,5,11.78,626
F001138,S006,21.83,1011.0,80.72,332.95,0.00434,3,39.89,1025
F001139,S006,17.19,741.8,6.97,312.39,0.00129,3,20.03,594
F001140,S006,15.27,943.7,52.71,270.3,0.01776,3,9.08,552
F001141,S006,19.15,1111.6,53.28,241.83,0.02353,5,36.03,1116
F001142,S006,15.65,860.7,82.35,341.66,0.02071,2,32.33,485
F001143,S006,13.69,831.3,43.48,3.91,0.00891,0,0.0,437
F001144,S006,14.36,498.7,40.37,93.65,0.03436,2,124.44,228
F001145,S006,15.53,739.1,37.25,303.36,0.02457,2,10.83,503
F001146,S006,11.61,915.6,40.46,100.31,0.01121,4,25.13,365
F001147,S006,14.73,933.3,31.73,45.18,0.00116,3,36.73,473
F001148,S006,9.2,578.8,19.45,11.62,0.00281,6,2.99,145
F001149,S006,21.72,767.4,16.22,157.5,0.02866,1,1.35,952
F001150,S006,9.61,757.9,82.72,164.0,0.00559,1,92.95,154
F001151,S006,12.03,817.7,51.92,16.77,0.00928,3,4.27,282
F001152,S006,13.17,781.5,67.27,184.63,0.00431,1,103.83,365
F001153,S006,18.28,660.8,59.95,54.92,0.00181,0,0.0,620
F001154,S006,16.61,710.5,50.3,135.15,0.00324,3,92.21,552
F001155,S006,16.98,668.9,7.47,196.45,0.00668,3,32.37,516
F001156,S006,15.07,803.6,45.51,337.19,0.00433,1,54.1,435
F001157,S006,14.32,1001.0,67.15,338.45,0.00785,2,54.43,534
F001158,S006,14.34,850.3,56.62,89.78,0.00551,3,29.34,399
F001159,S006,17.37,979.8,67.59,229.13,0.00306,0,0.0,772
F001160,S006,15.18,855.1,57.63,313.65,0.01166,4,51.35,498
F001161,S006,18.67,856.8,82.73,56.55,0.00845,5,20.19,671
F001162,S006,16.95,883.7,71.49,200.55,0.01631,5,16.75,693
F001163,S006,15.74,772.4,25.36,265.28,0.01313,3,42.44,406
F001164,S006,16.42,733.6,44.08,205.0,0.01304,2,79.9,446
F001165,S006,16.16,874.9,38.44,48.06,0.00435,1,38.11,597
F001166,S006,11.14,752.6,85.34,79.83,0.02445,3,8.92,204
F001167,S006,17.17,927.3,80.25,98.64,0.01386,2,2.95,605
F001168,S006,16.19,1069.1,51.55,352.59,0.00577,0,0.0,635
F001169,S007,14.38,583.1,67.02,106.72,0.00858,4,45.42,260
F001170,S007,29.81,697.0,69.53,194.37,0.00706,5,5.79,1117
F001171,S007,24.77,723.2,20.79,236.34,0.00883,1,26.45,932
F001172,S007,26.99,855.6,26.56,34.24,0.00016,2,140.4,1276
F001173,S007,20.93,731.5,84.15,35.78,0.00276,5,140.27,710
F001174,S007,26.36,534.7,52.29,303.78,0.00285,3,23.21,608
F001175,S007,19.62,652.8,83.57,287.26,0.0049,2,37.07,495
F001176,S007,29.08,639.4,41.21,46.17,0.0002,2,44.25,943
F001177,S007,30.05,633.9,42.21,18.82,0.00349,0,0.0,1087
F001178,S007,23.66,821.1,66.17,210.31,0.0255,5,27.55,759
F001179,S007,15.03,696.8,17.42,227.42,0.00905,0,0.0,309
F001180,S007,24.64,618.4,58.96,37.09,0.00657,5,63.54,769
F001181,S007,28.25,676.5,18.61,133.49,0.03329,3,36.14,857
F001182,S007,26.53,759.5,75.47,313.76,0.00463,2,33.11,842
F001183,S007,26.09,765.4,11.48,336.27,0.00367,5,33.52,1015
F001184,S007,20.58,611.3,3.78,222.38,0.01269,2,60.4,523
F001185,S007,27.56,614.3,70.69,204.29,0.00683,2,72.93,1034
F001186,S007,26.53,664.8,13.71,61.89,0.00262,1,77.2,850
F001187,S007,23.37,771.6,16.19,234.12,0.00164,1,27.42,928
F001188,S007,21.31,976.1,29.01,85.17,0.05059,3,15.27,894
F001189,S007,30.92,676.8,52.62,284.53,0.01249,4,136.87,1376
F001190,S007,16.92,565.9,2.0,182.72,0.01756,2,21.34,311
F001191,S007,34.74,609.5,57.05,200.37,0.01725,1,78.07,1186
F001192,S007,25.54,771.8,6.93,214.97,0.00453,4,10.2,899
F001193,S007,23.66,445.8,60.91,160.52,0.01381,3,32.85,434
F001194,S007,20.79,716.3,11.62,86.39,0.01188,2,25.66,706
F001195,S007,19.31,667.3,55.24,285.07,0.00647,3,11.14,453
F001196,S007,24.0,667.6,74.6,303.95,0.00061,0,0.0,789
F001197,S007,21.53,833.3,7.03,269.82,0.02679,3,92.45,659
F001198,S007,15.49,795.7,35.1,68.53,0.04057,4,7.17,397
F001199,S007,23.02,454.8,38.29,207.87,0.01666,3,98.52,553
F001200,S007,25.99,1036.8,15.92,248.2,0.00627,1,244.3,1315
F001201,S007,19.61,848.2,9.72,24.25,0.00313,2,0.33,589
F001202,S007,36.75,695.3,0.41,250.7,0.01227,1,76.01,2148
F001203,S007,15.63,953.5,64.87,346.13,0.01159,3,5.98,507
F001204,S007,24.28,714.0,25.33,87.64,0.00179,3,187.1,838
F001205,S007,18.16,793.7,0.21,281.26,0.00579,0,0.0,528
F001206,S007,21.88,743.1,49.73,87.55,0.00055,6,22.66,717
F001207,S007,29.06,844.7,32.09,47.1,0.01795,4,6.0,1390
F001208,S007,22.28,597.7,70.36,137.36,0.00066,1,89.95,539
F001209,S007,43.16,892.2,30.7,288.14,0.00347,1,1.95,2638
F001210,S007,30.04,573.9,48.93,341.06,0.01328,2,24.75,1167
F001211,S007,21.69,552.6,55.81,229.74,0.01065,1,79.03,469
F001212,S007,23.38,914.0,83.76,39.43,0.00044,3,36.48,1056
F001213,S007,21.6,670.9,86.75,54.44,0.01017,3,68.52,700
F001214,S007,31.99,661.9,39.73,319.28,0.0004,0,0.0,1149
F001215,S007,29.33,642.4,25.68,226.46,0.0084,2,99.59,919
F001216,S007,36.42,752.4,11.62,42.66,0.00599,2,34.5,2247
F001217,S007,19.88,866.2,53.64,97.16,0.00396,1,18.69,601
F001218,S007,19.82,617.3,31.9,134.97,0.00208,2,27.88,527
F001219,S007,25.01,628.5,23.35,148.6,0.00289,5,28.2,722
F001220,S007,28.66,794.3,84.28,208.95,0.00428,4,61.95,1181
F001221,S007,23.97,592.2,16.17,264.5,0.01086,4,1.79,698
F001222,S007,17.22,618.0,11.81,112.61,0.02524,1,143.01,417
F001223,S007,15.68,707.5,12.5,274.15,0.00011,2,1.01,329
F001224,S007,27.84,641.9,80.77,130.03,0.00069,1,4.66,960
F001225,S007,24.12,790.0,38.43,281.41,0.00296,3,41.68,816
F001226,S007,30.77,547.0,0.33,359.03,0.01115,9,2.94,898
F001227,S007,16.67,653.1,46.26,236.86,0.03398,6,10.32,323
F001228,S007,28.28,803.0,1.2,280.09,0.0013,2,15.25,1007
F001229,S007,19.64,725.8,70.05,354.14,0.02087,3,5.96,486
F001230,S007,20.08,773.8,28.69,175.08,0.02463,2,5.51,507
F001231,S007,22.55,522.7,5.32,56.56,0.00842,9,6.96,425
F001232,S007,20.3,894.1,15.24,8.58,0.00589,3,21.91,757
F001233,S007,26.35,728.8,46.02,13.03,0.01065,6,113.93,864
F001234,S007,22.17,736.9,38.83,89.32,0.00534,5,8.74,811
F001235,S007,23.39,733.4,54.89,76.28,0.00606,3,37.25,670
F001236,S007,28.16,961.9,17.79,289.4,0.00091,2,35.02,1689
F001237,S007,26.05,422.4,48.3,138.83,0.00339,3,83.75,547
F001238,S007,30.2,881.7,86.48,156.86,0.01092,4,27.69,1309
F001239,S007,23.2,804.1,35.85,300.58,0.00771,2,4.64,802
F001240,S007,25.52,842.3,48.11,73.44,0.0158,2,48.01,866
F001241,S007,23.27,578.4,6.91,75.13,0.00923,1,122.99,657
F001242,S007,20.59,702.4,40.15,213.41,0.00195,4,66.74,492
F001243,S007,25.51,597.5,31.24,53.58,0.00317,4,61.72,727
F001244,S007,25.68,746.9,8.58,254.5,0.01168,2,13.46,1009
F001245,S007,25.64,786.8,24.46,294.66,0.0027,3,187.31,931
F001246,S007,20.42,776.4,51.66,219.56,0.01927,2,5.38,681
F001247,S007,37.03,488.8,53.73,282.78,0.00161,3,8.74,1496
F001248,S007,24.42,660.3,9.78,351.97,0.00336,1,58.43,903
F001249,S007,31.04,533.8,25.11,55.74,0.01427,0,0.0,1174
F001250,S007,28.3,597.2,47.66,357.43,0.00401,1,5.54,1027
F001251,S007,25.08,631.3,66.53,151.99,0.01104,3,31.9,818
F001252,S007,27.12,563.5,37.0,354.64,0.00952,2,82.61,841
F001253,S007,23.78,551.1,42.5,282.14,0.01158,1,193.37,633
F001254,S007,40.23,852.7,74.16,123.61,0.01646,1,49.13,2359
F001255,S007,18.07,757.8,1.03,348.87,0.0038,4,25.94,405
F001256,S007,31.48,944.5,0.8,254.95,0.00541,3,62.57,1955
F001257,S007,18.83,730.2,41.13,59.21,0.01492,2,49.02,399
F001258,S007,26.06,456.1,12.71,47.04,0.0055,1,39.34,665
F001259,S007,31.22,684.7,8.8,164.92,0.00646,1,34.85,1197
F001260,S007,30.6,906.2,43.48,218.91,0.00275,5,74.82,1909
F001261,S007,25.01,855.8,78.84,333.15,0.01603,3,93.75,1044
F001262,S007,23.57,542.9,13.4,10.05,0.00413,1,11.35,538
F001263,S007,25.57,800.0,0.36,247.8,0.0068,1,5.64,869
F001264,S007,32.4,450.8,5.51,313.4,0.00234,1,15.81,1009
F001265,S007,20.68,851.4,84.94,57.23,0.0011,4,207.76,630
F001266,S007,18.61,409.7,47.25,85.47,0.03863,5,177.54,285
F001267,S007,21.06,748.9,68.22,300.05,0.02681,4,125.75,672
F001268,S007,39.58,636.5,78.78,309.5,0.00236,2,23.46,2216
F001269,S007,35.26,782.3,77.92,338.19,0.00322,1,59.89,1884
F001270,S007,26.26,747.3,59.0,223.85,0.00226,2,52.81,949
F001271,S007,27.6,733.3,78.86,132.88,0.00337,2,43.8,1282
F001272,S007,28.47,711.9,75.55,253.14,0.0069,1,130.15,1082
F001273,S007,21.54,716.9,57.38,89.58,0.01907,0,0.0,611
F001274,S007,27.18,865.4,28.51,277.75,0.00249,2,3.58,1135
F001275,S007,18.66,868.2,8.17,253.14,0.00852,5,87.02,696
F001276,S007,28.16,651.4,76.15,34.29,0.02561,3,38.01,811
F001277,S007,23.06,539.1,66.42,284.01,0.03127,3,79.15,599
F001278,S007,12.32,811.0,10.7,274.11,0.00412,3,17.56,223
F001279,S007,28.21,633.0,82.17,113.98,0.01172,4,36.51,823
F001280,S007,17.9,832.4,12.19,327.63,0.01772,4,6.68,465
F001281,S007,22.21,983.5,62.51,70.27,0.00599,5,21.35,1089
F001282,S007,24.54,683.9,43.11,61.45,0.01347,2,62.14,738
F001283,S007,16.4,639.3,45.8,19.43,0.00349,3,220.75,277
F001284,S007,21.47,847.5,29.82,343.1,0.013,4,51.03,698
F001285,S007,32.41,916.3,76.34,199.28,0.01617,4,72.08,2141
F001286,S007,24.36,380.2,63.57,74.51,0.0015,2,29.89,424
F001287,S007,21.35,758.8,81.06,300.02,0.02773,2,86.71,573
F001288,S007,20.57,848.3,78.84,174.14,0.01108,3,31.99,778
F001289,S007,26.11,677.4,38.81,61.2,0.00618,5,162.59,959
F001290,S007,19.09,697.1,5.29,359.42,0.0177,2,34.9,461
F001291,S007,25.56,832.5,24.74,163.68,0.00622,4,3.42,1184
F001292,S007,34.21,633.3,86.37,228.17,0.03508,5,14.31,1349
F001293,S007,30.87,602.5,22.49,256.15,0.01762,3,189.42,1215
F001294,S007,24.66,737.4,21.48,171.87,0.00917,4,76.65,975
F001295,S007,31.09,526.9,73.34,99.49,0.00596,0,0.0,902
F001296,S007,29.08,590.0,74.85,142.83,0.00032,2,17.92,826
F001297,S007,31.47,703.9,34.35,157.3,0.00556,7,4.91,1283
F001298,S007,24.28,940.8,38.57,208.58,0.01087,1,90.91,1154
F001299,S007,26.74,687.5,7.59,178.92,0.00234,4,25.3,1056
F001300,S007,26.56,788.1,47.61,33.28,0.0004,5,39.15,1153
F001301,S007,31.59,618.7,44.63,79.26,0.00839,0,0.0,1356
F001302,S007,26.52,596.8,24.59,171.4,0.002,4,76.18,936
F001303,S007,28.19,794.9,86.18,305.1,0.00663,4,14.73,1217
F001304,S007,29.22,664.9,71.32,204.75,0.01085,4,44.12,1270
F001305,S007,18.18,739.6,70.23,267.77,0.01624,6,32.29,479
F001306,S007,24.59,594.7,69.98,301.54,0.00355,2,20.11,704
F001307,S007,21.78,899.9,7.28,175.43,0.02068,3,61.77,800
F001308,S007,18.22,759.5,64.85,322.07,0.01078,2,13.6,503
F001309,S007,26.93,778.2,78.68,261.9,0.02194,3,9.64,1212
F001310,S007,22.69,641.7,24.12,116.66,0.00322,3,23.73,589
F001311,S007,33.4,775.4,38.1,350.3,0.00046,4,25.55,1464
F001312,S007,28.77,610.9,85.04,210.76,0.00393,0,0.0,799
F001313,S007,26.82,870.3,21.32,118.38,0.00944,2,84.96,1318
F001314,S007,33.75,947.7,1.36,326.88,0.00395,0,0.0,2039
F001315,S007,19.36,621.2,48.66,220.09,0.00216,0,0.0,481
F001316,S007,33.31,747.0,76.02,227.17,0.01688,7,73.96,1547
F001317,S007,30.35,880.5,67.03,251.26,0.00574,2,76.02,1480
F001318,S007,24.35,656.7,53.86,314.92,0.00595,2,5.98,766
F001319,S007,20.82,784.1,56.35,100.14,0.00784,3,36.21,531
F001320,S007,27.55,660.2,43.44,343.75,0.00329,5,236.66,900
F001321,S007,32.66,684.3,28.28,64.36,0.03057,1,16.92,1166
F001322,S007,23.54,565.1,11.09,154.51,0.01448,3,5.49,574
F001323,S007,26.65,685.4,1.0,319.05,0.02879,1,50.74,963
F001324,S007,21.05,799.4,69.86,52.31,0.01747,1,2.45,585
F001325,S007,30.76,808.1,23.33,279.5,0.02431,6,28.29,1431
F001326,S007,26.11,800.4,81.48,176.77,0.01443,2,7.28,1108
F001327,S007,20.83,635.7,30.06,18.65,0.03289,4,11.71,452
F001328,S007,21.9,565.1,11.33,100.87,0.00863,5,118.02,489
F001329,S007,25.14,854.7,69.39,30.24,0.00524,3,46.28,1066
F001330,S007,23.01,577.7,19.35,159.22,0.00167,1,40.35,550
F001331,S007,28.21,824.4,78.98,16.1,0.00081,3,85.35,1072
F001332,S007,27.78,475.4,30.31,253.36,0.00479,4,23.15,775
F001333,S007,33.55,751.8,24.03,206.04,0.00688,3,135.45,1733
F001334,S007,24.43,624.1,27.09,336.97,0.00566,0,0.0,613
F001335,S007,27.7,652.6,71.74,162.16,0.00833,0,0.0,950
F001336,S007,23.9,628.2,76.75,98.58,0.0061,3,8.21,763
F001337,S007,9.98,679.5,80.29,100.27,0.01873,4,116.31,129
F001338,S007,23.54,954.5,60.43,278.27,0.00207,7,18.22,831
F001339,S007,32.39,563.9,28.28,108.51,0.00935,6,48.24,953
F001340,S007,26.62,744.6,82.16,220.83,0.01007,7,13.03,1015
F001341,S007,27.42,777.2,1.97,105.85,0.0024,4,34.91,964
F001342,S007,23.89,723.7,83.7,359.33,0.00378,3,42.2,948
F001343,S007,15.4,814.0,21.69,82.63,0.01253,2,1.6,338
F001344,S007,22.84,591.2,42.37,236.38,0.0207,2,31.3,581
F001345,S007,22.05,899.5,69.67,329.57,0.00211,2,8.91,922
F001346,S007,35.77,889.9,50.33,333.48,0.00463,3,32.47,1761
F001347,S007,32.6,658.0,25.97,294.27,0.00202,3,54.54,1356
F001348,S007,16.42,394.1,88.76,67.09,0.01411,3,1.01,231
F001349,S007,17.64,633.0,58.07,265.58,0.00722,5,1.2,442
F001350,S007,21.83,484.4,80.4,234.44,0.00829,1,76.64,369
F001351,S007,19.1,904.5,29.9,125.9,0.00699,4,11.03,521
F001352,S007,32.99,493.6,19.53,165.59,0.00057,3,65.05,1123
F001353,S007,25.27,685.0,77.78,283.52,0.01191,3,63.93,930
F001354,S007,31.69,726.0,7.65,261.38,0.00441,4,47.15,1666
F001355,S007,23.12,630.0,1.51,71.72,0.00043,2,40.9,564
F001356,S007,38.08,844.9,16.65,237.27,0.00035,2,28.5,2711
F001357,S007,18.4,502.0,55.1,58.93,0.00476,1,11.1,358
F001358,S007,13.9,673.2,66.72,242.58,0.00301,4,23.01,277
F001359,S007,21.43,545.5,73.63,128.95,0.00356,3,34.5,554
F001360,S007,17.72,751.0,24.81,319.34,0.00064,3,23.29,399
F001361,S007,30.0,717.1,17.25,115.04,0.00269,3,7.49,1373
F001362,S007,24.74,611.5,56.0,207.83,0.00615,1,119.95,831
F001363,S007,33.45,598.2,68.75,280.66,0.01333,4,133.73,1339
F001364,S007,33.06,765.0,25.48,24.94,0.00317,2,64.12,1289
F001365,S007,20.96,689.8,78.39,4.36,0.00071,4,7.25,601
F001366,S007,25.28,656.0,43.21,275.56,0.00464,1,33.25,781
F001367,S007,32.31,817.6,20.93,322.05,0.0087,3,2.64,1585
F001368,S007,19.42,806.3,3.41,60.36,0.00112,2,193.57,641
F001369,S007,30.83,644.3,76.9,220.26,0.0127,1,39.65,1054
F001370,S007,19.11,829.3,13.67,54.58,0.00359,1,43.29,535
F001371,S007,21.34,605.6,78.21,207.51,0.00388,3,87.05,426
F001372,S007,24.35,640.4,9.6,281.41,0.02142,5,41.44,830
F001373,S007,29.26,949.6,9.99,14.5,0.01309,2,14.1,1468
F001374,S007,26.24,719.8,9.27,151.26,0.01318,2,33.65,773
F001375,S008,6.54,879.0,73.59,168.09,0.00424,2,8.97,29
F001376,S008,5.66,1377.0,41.19,149.33,0.0007,2,84.17,26
F001377,S008,6.76,1115.9,70.16,76.14,0.02113,2,0.54,36
F001378,S008,9.93,1367.3,68.26,253.99,0.01229,3,71.88,113
F001379,S008,8.0,1404.4,12.01,19.86,0.02108,5,83.66,71
F001380,S008,7.9,1112.2,8.0,269.89,0.00253,3,24.86,59
F001381,S008,7.17,1396.7,74.28,310.07,0.00562,3,1.72,49
F001382,S008,7.45,1006.8,27.34,308.53,0.00678,1,66.37,40
F001383,S008,5.47,1267.6,85.82,155.5,0.00157,1,182.5,30
F001384,S008,5.85,1160.2,34.22,311.16,0.00122,6,39.13,28
F001385,S008,7.49,1441.2,79.66,170.58,0.0016,2,35.67,48
F001386,S008,7.21,1110.2,36.69,296.05,0.00033,3,36.28,44
F001387,S008,8.75,1482.9,76.18,186.19,0.01753,5,29.8,98
F001388,S008,7.82,1401.1,45.28,232.48,0.05089,1,32.97,50
F001389,S008,7.23,1088.3,56.24,205.42,0.00608,3,48.15,42
F001390,S008,7.84,1242.1,28.61,298.33,0.00037,2,20.06,58
F001391,S008,9.21,1274.6,51.62,344.62,0.01449,3,96.41,86
F001392,S008,7.49,983.3,58.65,165.83,0.00471,2,57.55,48
F001393,S008,7.31,1073.7,47.73,23.55,0.00828,2,34.66,35
F001394,S008,8.75,904.4,50.98,302.69,0.00506,1,32.69,41
F001395,S008,7.73,1201.2,50.56,203.18,0.0009,2,56.66,61
F001396,S008,8.44,1303.2,32.51,38.32,0.00728,3,61.91,76
F001397,S008,9.4,1518.3,71.85,114.95,0.0066,2,11.2,107
F001398,S008,3.46,1214.1,17.59,69.88,0.00323,1,24.85,11
F001399,S008,6.91,962.0,5.0,321.59,0.00516,0,0.0,34
F001400,S008,4.72,1391.5,72.21,284.96,0.00577,2,265.43,20
F001401,S008,6.53,1492.5,29.51,117.42,0.0044,3,9.91,48
F001402,S008,5.24,1518.0,56.21,281.0,0.00424,5,9.69,31
F001403,S008,6.61,1213.1,40.66,156.88,0.01197,0,0.0,38
F001404,S008,8.21,1245.4,61.23,180.41,0.00919,2,11.5,67
F001405,S008,6.72,1178.2,23.41,182.22,0.00032,4,48.57,43
F001406,S008,4.82,1003.1,80.27,346.69,0.03686,2,90.28,14
F001407,S008,8.23,1369.6,64.02,67.03,0.00439,1,45.71,67
F001408,S008,7.19,1108.0,1.7,131.4,0.00345,0,0.0,35
F001409,S008,5.48,1203.1,6.03,244.32,0.01108,6,469.22,23
