contact_id,sample_id,fiber_id_1,fiber_id_2,contact_area_um2,angle_between_fibers
C000605,S006,F000979,F001135,21.19,16.65
C000606,S006,F001085,F001060,101.86,10.8
C000607,S006,F000992,F001161,93.46,65.11
C000608,S006,F001029,F001109,32.47,52.46
C000609,S006,F001039,F001059,96.12,31.07
C000610,S006,F001143,F001073,1.79,45.26
C000611,S006,F000985,F001102,78.83,38.01
C000612,S006,F001163,F001092,82.13,84.03
C000613,S006,F001077,F001056,2.75,64.89
C000614,S006,F000990,F001093,39.01,68.73
C000615,S006,F001077,F001083,78.61,32.62
C000616,S006,F000975,F001161,66.46,86.61
C000617,S006,F001046,F001028,64.43,70.26
C000618,S006,F001009,F001113,38.51,78.35
C000619,S006,F000981,F001077,98.6,25.72
C000620,S006,F001038,F001053,23.28,67.29
C000621,S006,F001155,F000991,312.68,77.44
C000622,S006,F001084,F000974,69.44,31.65
C000623,S006,F000987,F000977,87.86,59.21
C000624,S006,F001045,F001113,46.62,13.93
C000625,S006,F000999,F001138,17.5,65.25
C000626,S006,F001142,F001118,98.52,87.84
C000627,S006,F001150,F001069,14.44,87.36
C000628,S006,F001152,F001139,43.09,67.46
C000629,S006,F001166,F000965,8.39,8.1
C000630,S006,F001079,F001130,74.45,6.29
C000631,S006,F001010,F001035,33.5,67.35
C000632,S006,F000992,F000991,128.57,27.03
C000633,S006,F001159,F001128,49.23,8.54
C000634,S006,F001081,F001154,32.29,35.23
C000635,S006,F001071,F001153,72.6,7.97
C000636,S006,F001088,F001101,38.2,40.44
C000637,S006,F001061,F001134,261.3,58.31
C000638,S006,F000980,F001117,138.93,85.75
C000639,S006,F001100,F000989,12.65,85.2
C000640,S006,F001103,F001126,236.17,30.84
C000641,S006,F000964,F001044,20.52,67.05
C000642,S006,F001002,F001051,1.89,7.05
C000643,S006,F001005,F001134,64.97,60.82
C000644,S006,F001062,F001166,135.98,52.54
C000645,S006,F001061,F000972,147.82,88.17
C000646,S006,F001003,F001013,63.36,62.61
C000647,S006,F000983,F000995,88.82,29.06
C000648,S006,F001096,F001085,307.28,35.51
C000649,S006,F001148,F000999,4.15,31.25
C000650,S006,F001041,F000975,48.85,43.65
C000651,S006,F001141,F000971,10.37,37.56
C000652,S006,F001162,F001068,255.54,15.55
C000653,S006,F001127,F001036,183.83,41.2
C000654,S006,F001068,F001120,16.31,19.65
C000655,S006,F001153,F001158,15.16,35.53
C000656,S006,F000981,F001137,60.65,20.31
C000657,S006,F001050,F001047,52.9,48.73
C000658,S006,F001098,F001115,2.32,42.23
C000659,S006,F001112,F000992,82.8,77.66
C000660,S006,F001079,F001158,11.24,12.13
C000661,S006,F001166,F001032,122.26,15.16
C000662,S006,F001159,F001105,75.06,52.9
C000663,S006,F001145,F001098,21.15,70.27
C000664,S006,F001079,F000964,5.83,56.38
C000665,S006,F000974,F001142,45.43,71.48
C000666,S006,F000986,F001025,146.72,37.47
C000667,S006,F001157,F001059,145.4,18.78
C000668,S006,F001121,F000982,64.29,44.39
C000669,S006,F001058,F001152,19.8,28.08
C000670,S006,F001003,F001135,4.66,55.82
C000671,S006,F001043,F001161,52.22,6.94
C000672,S006,F001033,F000999,91.6,5.77
C000673,S006,F001121,F001117,27.36,27.36
C000674,S006,F001118,F001046,11.78,78.17
C000675,S006,F001120,F001037,40.56,13.84
C000676,S006,F001164,F001037,447.41,36.2
C000677,S006,F001027,F001137,96.9,24.77
C000678,S006,F001156,F001096,1.83,30.54
C000679,S006,F001011,F001070,31.06,58.36
C000680,S006,F001120,F001079,9.86,55.71
C000681,S006,F001168,F001027,0.49,16.11
C000682,S006,F001167,F001018,55.78,83.08
C000683,S006,F001102,F001128,128.04,61.55
C000684,S006,F000968,F001081,126.86,64.78
C000685,S006,F000994,F001116,39.31,64.34
C000686,S006,F001007,F001021,11.36,22.88
C000687,S006,F001145,F001100,178.3,59.96
C000688,S006,F001036,F001010,61.74,7.66
C000689,S006,F001069,F001067,25.65,50.41
C000690,S006,F000978,F001132,2.35,32.32
C000691,S006,F000988,F001125,305.17,87.75
C000692,S006,F000995,F001003,179.47,23.47
C000693,S006,F001020,F000992,7.97,24.93
C000694,S006,F001167,F001077,31.35,29.57
C000695,S006,F001029,F001055,405.52,44.17
C000696,S006,F001139,F001145,32.97,83.92
C000697,S006,F001156,F001167,50.83,61.01
C000698,S006,F000996,F001012,163.43,87.76
C000699,S006,F001084,F001102,152.34,56.27
C000700,S006,F001082,F001050,39.79,34.38
C000701,S006,F001036,F000966,43.75,66.08
C000702,S006,F001068,F001117,52.93,51.74
C000703,S006,F000980,F001067,27.05,18.19
C000704,S006,F001144,F001019,21.47,49.1
C000705,S007,F001286,F001264,130.13,21.74
C000706,S007,F001322,F001278,4.5,62.93
C000707,S007,F001301,F001237,79.25,46.43
C000708,S007,F001256,F001367,66.89,10.9
C000709,S007,F001313,F001355,38.5,24.17
C000710,S007,F001209,F001182,139.01,30.71
C000711,S007,F001169,F001371,118.69,54.07
C000712,S007,F001352,F001233,104.28,10.39
C000713,S007,F001277,F001199,30.6,49.24
C000714,S007,F001245,F001366,47.99,41.11
C000715,S007,F001217,F001216,174.13,56.8
C000716,S007,F001244,F001366,104.06,89.39
C000717,S007,F001245,F001299,16.74,35.87
C000718,S007,F001244,F001353,91.32,65.7
C000719,S007,F001176,F001328,2.97,31.84
C000720,S007,F001266,F001322,172.38,80.21
C000721,S007,F001374,F001314,36.33,89.55
C000722,S007,F001220,F001211,7.52,66.18
C000723,S007,F001355,F001183,137.46,84.95
C000724,S007,F001241,F001361,0.36,20.6
C000725,S007,F001288,F001252,140.99,10.43
C000726,S007,F001226,F001240,258.44,28.37
C000727,S007,F001243,F001305,61.17,23.83
C000728,S007,F001246,F001332,83.24,75.21
C000729,S007,F001319,F001206,44.73,18.71
C000730,S007,F001169,F001329,78.67,70.78
C000731,S007,F001185,F001253,76.5,56.53
C000732,S007,F001176,F001171,49.88,45.05
C000733,S007,F001314,F001268,33.88,60.99
C000734,S007,F001303,F001362,1.44,31.3
C000735,S007,F001314,F001230,44.46,32.6
C000736,S007,F001319,F001292,142.12,38.15
C000737,S007,F001252,F001202,5.5,7.97
C000738,S007,F001245,F001301,118.85,31.7
C000739,S007,F001308,F001256,128.16,56.26
C000740,S007,F001295,F001300,25.52,12.19
C000741,S007,F001208,F001348,31.46,13.34
C000742,S007,F001181,F001174,40.32,42.77
C000743,S007,F001371,F001179,151.28,76.99
C000744,S007,F001302,F001344,8.69,86.15
C000745,S007,F001322,F001253,165.17,70.15
C000746,S007,F001184,F001364,34.19,58.51
C000747,S007,F001205,F001179,102.19,85.74
C000748,S007,F001275,F001195,17.47,84.49
C000749,S007,F001323,F001239,26.69,82.0
C000750,S007,F001369,F001307,145.45,10.11
C000751,S007,F001175,F001363,19.64,58.71
C000752,S007,F001294,F001227,96.19,31.6
C000753,S007,F001336,F001312,88.97,46.92
C000754,S007,F001188,F001270,10.96,77.94
C000755,S007,F001260,F001264,31.51,68.76
C000756,S007,F001363,F001367,3.97,73.43
C000757,S007,F001200,F001354,124.32,52.09
C000758,S007,F001240,F001217,68.52,64.0
C000759,S007,F001365,F001237,141.62,11.86
C000760,S007,F001173,F001309,185.33,50.36
C000761,S007,F001214,F001308,50.16,41.11
C000762,S007,F001273,F001230,48.31,76.05
C000763,S007,F001174,F001361,113.7,20.42
C000764,S007,F001229,F001224,18.06,50.56
C000765,S007,F001317,F001305,308.54,8.02
C000766,S007,F001324,F001307,422.04,52.39
C000767,S007,F001347,F001322,284.49,49.85
C000768,S007,F001317,F001323,11.89,55.13
C000769,S007,F001207,F001366,95.24,66.72
C000770,S007,F001304,F001247,65.19,25.74
C000771,S007,F001189,F001344,70.5,89.09
C000772,S007,F001356,F001247,148.68,34.72
C000773,S007,F001227,F001337,43.01,79.4
C000774,S007,F001189,F001305,163.59,47.31
C000775,S007,F001179,F001255,127.61,53.09
C000776,S007,F001349,F001372,57.11,36.99
C000777,S007,F001300,F001360,28.56,17.12
C000778,S007,F001281,F001323,28.07,75.52
C000779,S007,F001244,F001256,63.8,33.92
C000780,S007,F001199,F001315,0.8,57.57
C000781,S007,F001327,F001184,4.66,69.33
C000782,S007,F001372,F001336,30.51,40.25
C000783,S007,F001313,F001230,103.12,33.49
C000784,S007,F001297,F001309,204.22,72.8
C000785,S007,F001242,F001183,78.13,76.44
C000786,S007,F001365,F001244,37.9,55.53
C000787,S007,F001362,F001304,64.25,40.85
C000788,S007,F001241,F001371,30.99,27.6
C000789,S007,F001344,F001211,127.84,45.14
C000790,S007,F001291,F001372,6.27,47.46
C000791,S007,F001348,F001239,24.32,80.15
C000792,S007,F001204,F001283,134.5,18.76
C000793,S007,F001344,F001251,27.01,88.56
C000794,S007,F001206,F001199,183.62,56.73
C000795,S007,F001205,F001193,75.14,50.4
C000796,S007,F001191,F001300,378.68,62.03
C000797,S007,F001287,F001221,157.73,66.28
C000798,S007,F001188,F001250,208.47,54.54
C000799,S007,F001356,F001362,5.86,88.85
C000800,S007,F001198,F001213,33.62,32.71
C000801,S007,F001180,F001273,35.59,5.85
C000802,S007,F001200,F001181,211.09,62.38
C000803,S007,F001294,F001204,6.05,48.79
C000804,S007,F001255,F001315,33.5,17.2
C000805,S007,F001209,F001200,26.06,42.1
C000806,S007,F001331,F001288,49.62,23.28
C000807,S007,F001320,F001312,38.98,14.02
C000808,S007,F001318,F001249,48.01,44.56
C000809,S007,F001342,F001216,351.47,12.72
C000810,S007,F001347,F001315,85.55,34.93
C000811,S007,F001270,F001191,240.83,43.2
C000812,S007,F001243,F001246,7.85,42.58
C000813,S007,F001334,F001212,108.03,59.02
C000814,S007,F001208,F001273,15.2,37.51
C000815,S007,F001274,F001222,0.54,27.76
C000816,S007,F001331,F001270,49.54,38.87
C000817,S007,F001370,F001194,389.4,34.16
C000818,S007,F001345,F001221,50.48,82.09
C000819,S007,F001273,F001228,76.86,79.0
C000820,S007,F001236,F001194,16.51,63.15
C000821,S007,F001371,F001366,97.65,18.55
C000822,S007,F001298,F001303,33.07,83.61
C000823,S007,F001295,F001258,230.67,66.17
C000824,S007,F001183,F001244,24.39,38.03
C000825,S007,F001356,F001235,60.5,53.53
C000826,S007,F001203,F001357,227.73,25.99
C000827,S007,F001260,F001190,128.87,37.18
C000828,S007,F001208,F001189,454.75,56.87
C000829,S008,F001539,F001577,113.94,35.03
C000830,S008,F001409,F001444,12.51,58.82
C000831,S008,F001506,F001378,55.69,12.05
C000832,S008,F001561,F001514,23.08,57.04
C000833,S008,F001419,F001556,242.06,26.49
C000834,S008,F001496,F001507,76.89,81.54
C000835,S008,F001498,F001465,112.7,34.59
C000836,S008,F001443,F001512,28.04,6.75
C000837,S008,F001375,F001434,109.56,32.27
C000838,S008,F001392,F001472,14.36,22.77
C000839,S008,F001569,F001551,93.57,79.17
C000840,S008,F001481,F001439,50.55,55.6
C000841,S008,F001533,F001530,15.59,74.74
C000842,S008,F001462,F001489,86.24,41.18
C000843,S008,F001458,F001560,7.96,7.54
C000844,S008,F001494,F001569,4.94,7.58
C000845,S008,F001428,F001531,141.2,57.34
C000846,S008,F001537,F001555,76.41,32.77
C000847,S008,F001538,F001550,74.82,85.54
C000848,S008,F001527,F001561,224.71,5.92
C000849,S008,F001375,F001463,143.01,40.36
C000850,S008,F001499,F001518,255.08,8.75
C000851,S008,F001423,F001452,4.14,8.55
C000852,S008,F001529,F001431,42.21,18.09
C000853,S008,F001378,F001392,11.58,57.0
C000854,S008,F001493,F001515,80.97,20.44
C000855,S008,F001494,F001546,14.77,49.54
C000856,S008,F001438,F001500,234.85,76.64
C000857,S008,F001415,F001539,250.62,11.18
C000858,S008,F001563,F001559,41.01,57.68
C000859,S008,F001484,F001421,24.42,83.38
C000860,S008,F001448,F001525,51.33,8.9
C000861,S008,F001543,F001537,55.04,42.45
C000862,S008,F001392,F001576,144.21,8.22
C000863,S008,F001539,F001456,239.42,10.38
C000864,S008,F001449,F001537,2.91,83.08
C000865,S008,F001562,F001408,112.58,44.52
C000866,S008,F001582,F001576,102.52,10.39
C000867,S008,F001387,F001395,100.82,78.39
C000868,S008,F001515,F001414,119.59,28.96
C000869,S008,F001488,F001413,11.43,15.05
C000870,S008,F001434,F001565,85.74,80.75
C000871,S008,F001541,F001436,139.08,51.17
C000872,S008,F001567,F001545,36.38,5.55
C000873,S008,F001556,F001495,96.66,67.98
C000874,S008,F001469,F001514,34.92,35.2
C000875,S008,F001450,F001571,188.73,53.37
C000876,S008,F001450,F001485,65.15,20.28
C000877,S008,F001439,F001581,33.48,25.27
C000878,S008,F001494,F001542,102.17,30.4
C000879,S008,F001434,F001420,29.24,87.08
C000880,S008,F001526,F001466,36.56,45.05
C000881,S008,F001557,F001502,65.58,20.34
C000882,S008,F001543,F001465,69.58,51.54
C000883,S008,F001512,F001420,69.68,37.01
C000884,S008,F001454,F001442,127.51,39.31
C000885,S008,F001521,F001479,103.02,66.06
C000886,S008,F001556,F001541,201.94,6.78
C000887,S008,F001421,F001420,78.82,70.58
C000888,S008,F001421,F001443,2.82,69.92
C000889,S008,F001584,F001380,117.96,22.13
C000890,S008,F001528,F001421,91.14,60.63
C000891,S008,F001543,F001533,248.45,76.98
C000892,S008,F001416,F001403,397.1,51.7
C000893,S008,F001409,F001531,78.23,55.55
C000894,S008,F001406,F001529,21.98,78.95
C000895,S008,F001522,F001396,277.36,53.69
C000896,S008,F001526,F001570,14.54,51.85
C000897,S008,F001559,F001525,3.7,18.59
C000898,S008,F001382,F001528,65.85,38.49
C000899,S008,F001566,F001467,4.05,83.72
C000900,S008,F001524,F001404,3.67,12.95
C000901,S008,F001394,F001427,87.55,22.07
C000902,S008,F001538,F001572,43.4,61.52
C000903,S008,F001469,F001447,41.55,15.25
C000904,S008,F001467,F001548,12.87,65.15
C000905,S008,F001578,F001477,50.79,31.74
C000906,S008,F001469,F001444,46.65,59.68
C000907,S008,F001521,F001538,35.56,49.91
C000908,S008,F001485,F001549,18.69,33.57
C000909,S008,F001427,F001512,11.93,27.41
C000910,S008,F001474,F001499,8.65,67.89
C000911,S008,F001552,F001448,39.93,67.36
C000912,S008,F001401,F001387,1.14,74.0
C000913,S008,F001552,F001520,47.03,16.08
C000914,S008,F001494,F001466,59.41,76.87
C000915,S008,F001555,F001435,56.95,14.63
C000916,S008,F001508,F001456,141.28,67.01
C000917,S008,F001505,F001477,35.38,74.63
C000918,S008,F001446,F001376,269.94,24.26
C000919,S008,F001525,F001524,24.02,74.66
C000920,S008,F001463,F001498,45.91,67.1
C000921,S008,F001450,F001387,77.79,85.53
C000922,S008,F001397,F001428,36.94,17.41
C000923,S008,F001418,F001443,355.22,43.97
C000924,S008,F001512,F001420,22.45,14.68
C000925,S008,F001563,F001582,21.21,12.07
C000926,S008,F001527,F001384,50.04,67.34
C000927,S008,F001469,F001557,208.08,79.2
C000928,S008,F001410,F001542,150.73,5.85
C000929,S008,F001502,F001383,1.92,44.0
C000930,S008,F001533,F001469,41.83,39.21
C000931,S008,F001551,F001395,68.54,24.22
C000932,S008,F001537,F001557,44.64,7.71
C000933,S008,F001583,F001472,76.44,68.26
C000934,S008,F001420,F001442,112.64,49.58
C000935,S008,F001572,F001559,72.33,30.98
C000936,S008,F001388,F001430,20.6,76.56
C000937,S008,F001496,F001543,0.81,15.79
C000938,S008,F001395,F001408,5.66,74.64
C000939,S008,F001527,F001540,78.92,49.37
C000940,S008,F001384,F001570,17.3,38.24
C000941,S008,F001389,F001484,148.8,76.52
C000942,S008,F001455,F001461,95.57,59.74
C000943,S008,F001560,F001400,38.13,78.17
C000944,S008,F001458,F001498,102.71,26.02
C000945,S008,F001557,F001540,9.83,17.19
C000946,S008,F001406,F001531,132.94,53.67
C000947,S008,F001405,F001550,77.24,20.61
C000948,S008,F001443,F001375,34.36,11.72
C000949,S008,F001535,F001550,128.45,35.87
C000950,S008,F001384,F001511,91.37,68.47
C000951,S008,F001500,F001381,66.42,32.37
C000952,S008,F001561,F001484,71.68,36.92
C000953,S008,F001514,F001413,220.48,28.47
C000954,S008,F001463,F001529,1.18,87.29
C000955,S008,F001426,F001575,173.13,19.84
C000956,S009,F001586,F001588,104.64,18.02
C000957,S009,F001670,F001620,66.78,45.58
C000958,S009,F001628,F001703,173.08,79.18
C000959,S009,F001604,F001686,28.12,39.42
C000960,S009,F001681,F001640,41.03,46.33
C000961,S009,F001673,F001732,173.24,9.24
C000962,S009,F001612,F001755,11.57,9.54
C000963,S009,F001690,F001698,137.09,49.22
C000964,S009,F001731,F001666,123.49,81.3
C000965,S009,F001633,F001634,327.37,6.48
C000966,S009,F001666,F001718,80.61,50.65
C000967,S009,F001722,F001756,16.23,30.12
C000968,S009,F001729,F001705,15.23,86.68
C000969,S009,F001723,F001710,33.12,8.84
C000970,S009,F001597,F001646,26.76,31.66
C000971,S009,F001757,F001712,66.0,84.99
C000972,S009,F001731,F001726,97.51,69.27
C000973,S009,F001654,F001695,60.05,47.51
C000974,S009,F001737,F001760,166.0,72.79
C000975,S009,F001727,F001632,12.01,28.57
C000976,S009,F001678,F001666,79.65,20.28
C000977,S009,F001673,F001628,116.87,79.21
C000978,S009,F001629,F001631,6.36,18.85
C000979,S009,F001658,F001759,57.09,17.96
C000980,S009,F001651,F001590,210.54,35.32
C000981,S009,F001605,F001637,67.2,63.87
C000982,S009,F001742,F001663,215.73,68.6
C000983,S009,F001688,F001742,66.72,48.47
C000984,S009,F001704,F001647,25.7,49.07
C000985,S009,F001672,F001689,10.75,24.94
C000986,S009,F001625,F001751,76.25,33.63
C000987,S009,F001651,F001647,170.82,14.59
C000988,S009,F001625,F001686,39.97,33.83
C000989,S009,F001645,F001693,95.4,43.2
C000990,S009,F001623,F001748,33.94,27.58
C000991,S009,F001714,F001585,148.97,44.79
C000992,S009,F001699,F001744,53.02,66.88
C000993,S009,F001649,F001635,1.98,13.38
C000994,S009,F001713,F001586,308.21,13.8
C000995,S009,F001680,F001609,50.58,7.67
C000996,S009,F001732,F001747,17.32,53.6
C000997,S009,F001669,F001675,110.82,32.38
C000998,S009,F001621,F001589,2.04,14.62
C000999,S009,F001728,F001637,67.24,39.76
C001000,S009,F001606,F001691,68.05,8.74
C001001,S009,F001718,F001760,119.73,71.08
C001002,S009,F001660,F001687,36.66,46.47
C001003,S009,F001607,F001691,18.61,22.25
C001004,S009,F001721,F001633,43.84,56.71
C001005,S009,F001612,F001618,44.82,25.04
C001006,S009,F001656,F001610,41.46,61.49
C001007,S009,F001765,F001709,40.0,74.96
C001008,S009,F001592,F001601,91.92,61.48
C001009,S009,F001645,F001651,141.03,45.76
C001010,S009,F001599,F001736,80.42,7.63
C001011,S009,F001629,F001662,20.68,62.9
C001012,S009,F001604,F001719,65.23,67.22
C001013,S009,F001662,F001765,9.52,51.57
C001014,S009,F001752,F001762,77.85,29.0
C001015,S009,F001636,F001666,31.78,85.71
C001016,S009,F001680,F001711,139.57,71.25
C001017,S009,F001673,F001641,38.49,30.43
C001018,S009,F001708,F001603,13.39,78.39
C001019,S009,F001727,F001603,5.94,77.59
C001020,S009,F001685,F001672,19.06,23.0
C001021,S009,F001596,F001734,52.96,79.98
C001022,S009,F001725,F001701,4.96,66.23
C001023,S009,F001632,F001588,7.32,64.37
C001024,S009,F001630,F001668,91.58,34.22
C001025,S009,F001651,F001673,19.02,20.54
C001026,S009,F001710,F001757,261.28,29.88
C001027,S009,F001715,F001641,42.46,67.26
C001028,S009,F001585,F001651,339.64,35.0
C001029,S009,F001615,F001612,16.76,74.1
C001030,S009,F001596,F001697,1.66,79.92
C001031,S009,F001641,F001615,97.59,20.63
C001032,S009,F001649,F001597,174.25,77.35
C001033,S009,F001663,F001679,107.44,82.28
C001034,S009,F001751,F001591,60.99,43.05
C001035,S009,F001710,F001720,69.37,14.53
C001036,S009,F001627,F001763,68.94,81.1
C001037,S009,F001590,F001737,68.31,85.18
C001038,S009,F001627,F001760,98.09,32.95
C001039,S009,F001728,F001589,95.04,58.75
C001040,S009,F001589,F001616,78.42,57.83
C001041,S009,F001588,F001751,12.3,40.83
C001042,S009,F001648,F001636,28.47,37.68
C001043,S009,F001651,F001735,42.5,35.78
C001044,S009,F001711,F001727,34.34,39.87
C001045,S009,F001737,F001734,22.85,58.43
C001046,S009,F001609,F001764,20.22,25.65
C001047,S009,F001713,F001662,90.93,30.0
C001048,S009,F001758,F001732,12.19,42.29
C001049,S009,F001588,F001665,54.68,16.5
C001050,S009,F001728,F001590,0.1,48.5
C001051,S009,F001656,F001662,337.56,85.04
C001052,S009,F001681,F001615,84.84,58.75
C001053,S009,F001634,F001765,191.7,21.23
C001054,S009,F001642,F001736,7.66,84.86
C001055,S009,F001613,F001676,31.42,26.79
C001056,S009,F001717,F001600,46.32,62.79
C001057,S009,F001685,F001671,12.14,5.84
C001058,S009,F001665,F001623,9.84,19.94
C001059,S009,F001591,F001693,42.47,43.4
C001060,S009,F001637,F001743,29.23,44.3
C001061,S009,F001707,F001732,109.32,23.48
C001062,S009,F001701,F001709,18.78,15.62
C001063,S009,F001658,F001728,69.99,30.78
C001064,S009,F001637,F001721,129.11,21.92
C001065,S010,F001799,F001804,124.49,20.37
C001066,S010,F001811,F001816,18.47,79.94
C001067,S010,F001834,F001784,25.92,37.64
C001068,S010,F001829,F001805,44.32,74.94
C001069,S010,F001931,F001800,14.97,40.27
C001070,S010,F001905,F001767,40.77,69.89
C001071,S010,F001853,F001826,156.36,87.35
C001072,S010,F001796,F001846,441.02,9.6
C001073,S010,F001824,F001876,68.68,83.97
C001074,S010,F001857,F001793,139.19,42.88
C001075,S010,F001854,F001823,59.15,72.69
C001076,S010,F001796,F001901,175.06,86.33
C001077,S010,F001940,F001816,165.76,62.08
C001078,S010,F001779,F001787,185.47,35.69
C001079,S010,F001822,F001787,222.17,54.36
C001080,S010,F001840,F001819,55.77,70.48
C001081,S010,F001841,F001942,214.21,69.44
C001082,S010,F001961,F001871,76.24,31.27
C001083,S010,F001812,F001790,28.02,66.07
C001084,S010,F001954,F001940,89.38,38.99
C001085,S010,F001886,F001895,4.4,70.22
C001086,S010,F001943,F001786,14.24,11.18
C001087,S010,F001930,F001895,52.5,58.49
C001088,S010,F001848,F001899,86.52,19.97
C001089,S010,F001857,F001944,53.48,53.1
C001090,S010,F001954,F001809,93.26,61.36
C001091,S010,F001911,F001783,21.37,37.47
C001092,S010,F001830,F001951,123.81,12.68
C001093,S010,F001832,F001821,179.0,19.79
C001094,S010,F001804,F001899,60.26,54.96
C001095,S010,F001841,F001840,54.32,45.61
C001096,S010,F001946,F001869,76.76,50.35
C001097,S010,F001905,F001816,81.57,13.61
C001098,S010,F001882,F001898,23.91,72.23
C001099,S010,F001857,F001773,3.01,48.63
C001100,S010,F001853,F001806,116.69,28.7
C001101,S010,F001950,F001868,45.72,50.91
C001102,S010,F001788,F001858,136.88,86.19
C001103,S010,F001932,F001866,164.45,77.87
C001104,S010,F001829,F001848,9.1,33.6
C001105,S010,F001937,F001930,4.73,78.83
C001106,S010,F001851,F001774,190.65,9.89
C001107,S010,F001897,F001776,3.23,77.37
C001108,S010,F001936,F001962,71.49,58.15
C001109,S010,F001899,F001917,164.77,62.74
C001110,S010,F001963,F001964,31.76,77.39
C001111,S010,F001862,F001943,55.76,31.18
C001112,S010,F001788,F001882,8.68,24.88
C001113,S010,F001770,F001769,96.8,28.99
C001114,S010,F001945,F001769,207.87,66.98
C001115,S010,F001877,F001872,1.05,80.79
C001116,S010,F001907,F001844,104.48,46.53
C001117,S010,F001895,F001792,11.13,78.08
C001118,S010,F001782,F001849,19.94,16.39
C001119,S010,F001929,F001926,61.68,20.41
C001120,S010,F001953,F001940,117.57,13.23
C001121,S010,F001823,F001793,5.59,26.81
C001122,S010,F001937,F001824,146.3,55.13
C001123,S010,F001803,F001818,11.54,88.72
C001124,S010,F001931,F001880,14.99,27.68
C001125,S010,F001947,F001876,80.38,37.71
C001126,S010,F001858,F001874,78.53,46.57
C001127,S010,F001956,F001853,148.54,43.15
C001128,S010,F001889,F001801,70.73,86.99
C001129,S010,F001902,F001803,80.31,58.17
C001130,S010,F001853,F001956,73.39,51.23
C001131,S010,F001844,F001965,16.56,9.99
C001132,S010,F001938,F001865,305.12,12.99
C001133,S010,F001811,F001776,32.82,66.78
C001134,S010,F001881,F001913,56.47,55.63
C001135,S010,F001946,F001944,43.9,59.33
C001136,S010,F001960,F001871,17.42,43.72
C001137,S010,F001959,F001915,127.31,30.54
C001138,S010,F001962,F001957,34.26,71.31
C001139,S010,F001848,F001896,16.92,14.04
C001140,S010,F001918,F001776,24.95,23.37
C001141,S010,F001953,F001950,60.73,18.31
C001142,S010,F001840,F001936,55.65,20.16
C001143,S010,F001807,F001790,30.71,81.23
C001144,S010,F001963,F001863,41.79,18.97
C001145,S010,F001800,F001936,243.9,68.37
C001146,S010,F001850,F001802,30.62,71.71
C001147,S010,F001876,F001956,7.32,36.99
C001148,S010,F001812,F001776,8.59,51.8
C001149,S010,F001887,F001955,40.13,18.35
C001150,S010,F001817,F001927,13.63,31.98
C001151,S010,F001801,F001800,44.77,69.39
C001152,S010,F001916,F001924,35.17,87.77
C001153,S010,F001856,F001913,0.4,56.6
C001154,S010,F001955,F001938,154.43,56.97
C001155,S010,F001950,F001895,48.57,85.03
C001156,S010,F001900,F001859,141.46,85.42
C001157,S010,F001778,F001851,1.69,80.02
C001158,S010,F001795,F001923,93.95,15.72
C001159,S010,F001878,F001960,39.41,24.5
C001160,S010,F001766,F001780,8.31,89.1
C001161,S010,F001928,F001943,84.51,64.36
C001162,S010,F001819,F001826,77.38,10.49
C001163,S010,F001795,F001856,162.09,33.22
C001164,S010,F001777,F001908,90.48,87.24
C001165,S010,F001808,F001803,132.23,25.44
C001166,S010,F001950,F001878,76.07,8.15
C001167,S010,F001945,F001822,158.89,57.51
C001168,S010,F001900,F001825,0.42,71.21
C001169,S010,F001770,F001946,19.21,82.74
C001170,S010,F001875,F001942,245.68,57.27
C001171,S010,F001928,F001831,46.81,66.82
C001172,S010,F001828,F001870,132.86,36.62
C001173,S010,F001874,F001933,40.14,78.57
C001174,S010,F001963,F001813,33.24,29.51
C001175,S010,F001883,F001855,105.28,74.19
C001176,S010,F001847,F001779,106.35,54.12
C001177,S010,F001809,F001941,186.86,52.85
C001178,S010,F001914,F001889,47.74,41.25
C001179,S010,F001925,F001790,112.5,50.55
C001180,S010,F001847,F001926,612.79,14.42
C001181,S010,F001834,F001908,180.05,87.48
C001182,S010,F001845,F001830,260.58,75.77
C001183,S010,F001901,F001886,91.84,76.61
C001184,S010,F001894,F001957,43.58,32.45
C001185,S010,F001797,F001859,1.42,54.17
C001186,S011,F002066,F002050,5.94,29.07
C001187,S011,F001999,F002026,248.56,70.21
C001188,S011,F001991,F002001,188.55,73.78
C001189,S011,F002040,F002058,186.87,15.71
C001190,S011,F002030,F002054,13.91,83.12
C001191,S011,F001969,F002018,12.4,32.48
C001192,S011,F001983,F001979,26.44,19.04
C001193,S011,F001984,F002030,1.4,38.21
C001194,S011,F002037,F001995,120.71,22.87
C001195,S011,F002033,F001990,168.9,18.41
C001196,S011,F002037,F002082,14.59,87.72
C001197,S011,F002049,F002006,14.39,34.21
C001198,S011,F001991,F002044,93.36,88.69
C001199,S011,F002013,F002018,39.92,57.8
C001200,S011,F002031,F001967,64.73,35.7
C001201,S011,F002048,F002029,69.71,42.95
C001202,S011,F002020,F002070,18.34,83.54
C001203,S011,F002023,F002016,124.36,13.83
C001204,S011,F002062,F001979,4.13,65.47
C001205,S011,F002033,F002047,28.85,35.62
C001206,S011,F002014,F002074,134.62,71.56
C001207,S011,F002048,F001971,33.63,85.06
C001208,S011,F002061,F002012,94.25,77.47
C001209,S011,F002031,F002079,50.74,39.82
C001210,S011,F001971,F002082,96.04,45.2
